x = |10661790,10663596>
x = |10904945,10906750>
x = |11926017,11927819>
x = |11988713,11990518>
x = |1231061,1232870>
x = |12324957,12325814>
x = |12380544,12382356>
x = |12570026,12570893>
x = |13172388,13174193>
x = |13436342,13438152>
x = |13562468,13563326>
x = |14486095,14487900>
x = |14625357,14626190>
x = |15114039,15115844>
x = |15763118,15763950>
x = |16028910,16030706>
x = |16307259,16308087>
x = |16423950,16424784>
x = |16460920,16461749>
x = |17030009,17031814>
x = |17528413,17530223>
x = |18063910,18065720>
x = |18538129,18539934>
x = |1855519,1857324>
x = |19358890,19360696>
x = |2020064,2021878>
x = |20834778,20836584>
x = |20870958,20872767>
x = |21939125,21940934>
x = |22891310,22893117>
x = |22977574,22979386>
x = |24466349,24467283>
x = |25242728,25243585>
x = |25431187,25432123>
x = |25507227,25508090>
x = |25508694,25509563>
x = |25617145,25617971>
x = |26351913,26353719>
x = |2761732,2763546>
x = |31747118,31748923>
x = |32033777,32034635>
x = |32043651,32044508>
x = |3213130,3214946>
x = |32435790,32436650>
x = |32904457,32905318>
x = |33674658,33676470>
x = |33730218,33731075>
x = |33803771,33804632>
x = |34179694,34181501>
x = |34183311,34185120>
x = |34503067,34504876>
x = |34531261,34532088>
x = |35025654,35026480>
x = |35059247,35060078>
x = |35220481,35222287>
x = |36073989,36074819>
x = |37149126,37150936>
x = |37158353,37160163>
x = |3796228,3798037>
x = |4255400,4257208>
x = |48623559,48625359>
x = |49681939,49683743>
x = |50126207,50128019>
x = |50399655,50401450>
x = |5184780,5186591>
x = |52093800,52094659>
x = |52187475,52189287>
x = |52587174,52588030>
x = |53059589,53061397>
x = |53133505,53135310>
x = |53548876,53549732>
x = |53988291,53989149>
x = |53989150,53990015>
x = |54243046,54244855>
x = |54790752,54791575>
x = |55123561,55124383>
x = |55153334,55155149>
x = |55821442,55823249>
x = |65500702,65502513>
x = |9427025,9428830>
x = |9453642,9455448>
