x = |10570649,10572459>
x = |12032434,12034238>
x = |12380296,12381162>
x = |12585935,12587747>
x = |1286639,1288450>
x = |13561605,13562467>
x = |15136437,15137261>
x = |15987478,15988313>
x = |16093157,16093991>
x = |16307874,16308700>
x = |16367656,16368489>
x = |16424562,16425398>
x = |16511334,16513141>
x = |22977257,22978192>
x = |23346704,23347636>
x = |23941090,23942029>
x = |24507852,24508779>
x = |24523220,24524147>
x = |24576564,24577500>
x = |24715271,24716200>
x = |25129336,25130164>
x = |25362552,25363413>
x = |25505512,25506405>
x = |25559703,25560577>
x = |25614334,25616142>
x = |25617758,25618588>
x = |25676496,25677376>
x = |26165931,26166863>
x = |26469504,26470427>
x = |26626913,26627834>
x = |26701327,26702254>
x = |26977950,26978886>
x = |27740660,27741598>
x = |27835487,27837291>
x = |28072517,28073487>
x = |28254299,28256106>
x = |28622350,28623356>
x = |29386709,29387715>
x = |29445147,29446151>
x = |30575253,30577063>
x = |31335901,31337708>
x = |31931398,31932252>
x = |32041841,32043650>
x = |32308848,32310655>
x = |32640936,32641798>
x = |32652982,32653842>
x = |32882344,32883202>
x = |33729972,33730830>
x = |33730831,33731688>
x = |34906772,34908579>
x = |35059865,35060697>
x = |35812173,35813012>
x = |36073773,36074601>
x = |36239052,36239881>
x = |36300388,36301218>
x = |376680,378491>
x = |439905,441713>
x = |51930881,51931743>
x = |52103027,52103893>
x = |53059345,53060203>
x = |53515929,53517735>
x = |53560940,53562746>
x = |53940435,53942244>
x = |53988907,53989767>
x = |54074023,54075830>
x = |54717072,54718881>
x = |54789300,54790137>
x = |55153951,55155765>
x = |55394325,55396132>
x = |5681175,5682982>
