x = |10570649,10572459>
x = |12032434,12034238>
x = |12585935,12587747>
x = |1286639,1288450>
x = |16511334,16513141>
x = |25614334,25616142>
x = |25892047,25892475>
x = |25962168,25962612>
x = |26022307,26023686>
x = |27835487,27837291>
x = |28254299,28256106>
x = |30575253,30577063>
x = |31335901,31337708>
x = |31931398,31932252>
x = |32041841,32043650>
x = |32308848,32310655>
x = |34906772,34908579>
x = |376680,378491>
x = |439905,441713>
x = |51930881,51931743>
x = |52103027,52103893>
x = |53515929,53517735>
x = |53560940,53562746>
x = |53940435,53942244>
x = |54074023,54075830>
x = |54717072,54718881>
x = |55153951,55155765>
x = |55394325,55396132>
x = |5681175,5682982>
