x = |10942505,10944133>
x = |11266949,11268555>
x = |11800548,11801905>
x = |11803320,11804675>
x = |11831052,11832661>
x = |13524799,13526154>
x = |14135096,14136448>
x = |14209595,14210945>
x = |14216860,14218214>
x = |18273537,18275159>
x = |19251763,19252546>
x = |19314684,19316249>
x = |1985919,1987683>
x = |21720917,21721700>
x = |21725434,21726217>
x = |24024054,24025402>
x = |24186704,24188224>
x = |24206804,24208152>
x = |24243576,24244935>
x = |30194681,30196041>
x = |30607729,30609086>
x = |31623458,31624816>
x = |32212421,32214173>
x = |32356436,32358185>
x = |33380570,33382312>
x = |3786888,3788242>
x = |4381355,4382709>
x = |47209018,47210318>
x = |47530071,47531376>
x = |51068544,51069571>
x = |53057829,53058856>
x = |59291675,59292702>
x = |6138668,6140204>
x = |7652734,7654407>
x = |8196520,8198186>
x = |9643475,9644835>
