x = |10661790,10663596>
x = |10904945,10906750>
x = |11926017,11927819>
x = |11988713,11990518>
x = |1231061,1232870>
x = |12380544,12382356>
x = |13172388,13174193>
x = |13436342,13438152>
x = |14486095,14487900>
x = |15114039,15115844>
x = |16028910,16030706>
x = |17030009,17031814>
x = |17528413,17530223>
x = |18063910,18065720>
x = |18538129,18539934>
x = |1855519,1857324>
x = |19358890,19360696>
x = |2020064,2021878>
x = |20834778,20836584>
x = |20870958,20872767>
x = |21939125,21940934>
x = |22891310,22893117>
x = |22977574,22979386>
x = |25646321,25647706>
x = |25874859,25876238>
x = |26351913,26353719>
x = |2761732,2763546>
x = |31747118,31748923>
x = |3213130,3214946>
x = |33674658,33676470>
x = |34179694,34181501>
x = |34183311,34185120>
x = |34503067,34504876>
x = |35220481,35222287>
x = |37149126,37150936>
x = |37158353,37160163>
x = |3796228,3798037>
x = |4255400,4257208>
x = |48623559,48625359>
x = |49681939,49683743>
x = |50126207,50128019>
x = |50399655,50401450>
x = |5184780,5186591>
x = |52187475,52189287>
x = |53057212,53058612>
x = |53059589,53061397>
x = |53133505,53135310>
x = |54243046,54244855>
x = |55153334,55155149>
x = |55821442,55823249>
x = |65500702,65502513>
x = |9427025,9428830>
x = |9453642,9455448>
