x = |10570649,10572459>
x = |10966545,10967966>
x = |11925212,11926630>
x = |12032434,12034238>
x = |12585935,12587747>
x = |1286639,1288450>
x = |13435538,13436958>
x = |13904910,13906334>
x = |14485290,14486706>
x = |15113233,15114650>
x = |16511334,16513141>
x = |17029203,17030625>
x = |17527608,17529029>
x = |17703997,17705418>
x = |18535515,18536935>
x = |19311715,19313132>
x = |19358085,19359502>
x = |2019259,2020679>
x = |20833359,20834777>
x = |20870152,20871573>
x = |21938319,21939740>
x = |2204035,2205455>
x = |23038330,23039751>
x = |2382310,2383730>
x = |25162547,25163535>
x = |25614334,25616142>
x = |26022307,26023686>
x = |26351107,26352525>
x = |26554733,26556152>
x = |27255377,27256797>
x = |2760927,2762347>
x = |27835487,27837291>
x = |28254299,28256106>
x = |29316932,29318350>
x = |30575253,30577063>
x = |31204499,31205923>
x = |31335901,31337708>
x = |31746313,31747729>
x = |32041841,32043650>
x = |32308848,32310655>
x = |33673852,33675271>
x = |34178889,34180307>
x = |34182504,34183926>
x = |34906772,34908579>
x = |35219675,35221093>
x = |37157548,37158964>
x = |376680,378491>
x = |4294041,4295459>
x = |439905,441713>
x = |47692739,47694160>
x = |48930577,48931996>
x = |51216336,51217758>
x = |52186669,52188093>
x = |53132699,53134116>
x = |53515929,53517735>
x = |53560940,53562746>
x = |53940435,53942244>
x = |54074023,54075830>
x = |54717072,54718881>
x = |54755850,54757265>
x = |55153951,55155765>
x = |55394325,55396132>
x = |5681175,5682982>
x = |6102512,6103931>
x = |65499895,65501319>
x = |7567517,7568933>
x = |8833639,8835058>
x = |9426218,9427636>
x = |9452836,9454254>
