x = |10110897,10112132>
x = |10150872,10152099>
x = |10160231,10161848>
x = |10181204,10182435>
x = |10182436,10183790>
x = |10184794,10186023>
x = |10268779,10270011>
x = |10335662,10336633>
x = |10336634,10338261>
x = |10358949,10360175>
x = |10374306,10375531>
x = |10398519,10399483>
x = |10404100,10405101>
x = |10538350,10539389>
x = |10760574,10761538>
x = |10778718,10779947>
x = |10847699,10848941>
x = |10931537,10932900>
x = |10933325,10934945>
x = |10935532,10936765>
x = |10938962,10939934>
x = |10941535,10942504>
x = |10943704,10944557>
x = |11138566,11139919>
x = |11140924,11142131>
x = |11234596,11235564>
x = |11236145,11237357>
x = |11265978,11266948>
x = |11268143,11268978>
x = |11269724,11270942>
x = |11289154,11290120>
x = |11325691,11326898>
x = |11507577,11508796>
x = |116947,118081>
x = |11703707,11704917>
x = |11730616,11731844>
x = |11745996,11747208>
x = |11801742,11802328>
x = |11802909,11804513>
x = |11804514,11805098>
x = |11805665,11806871>
x = |11830082,11831051>
x = |11832251,11833085>
x = |12016232,12017448>
x = |12040834,12041570>
x = |12041571,12042777>
x = |12052848,12054056>
x = |12056505,12057715>
x = |12085328,12086537>
x = |12115936,12116901>
x = |12117481,12118691>
x = |12393971,12395330>
x = |12396334,12397552>
x = |12412092,12413300>
x = |12430047,12431011>
x = |12433209,12434413>
x = |12470126,12471342>
x = |1247853,1248632>
x = |12479714,12480926>
x = |12482237,12483256>
x = |12616399,12617365>
x = |12629725,12630934>
x = |12701971,12703195>
x = |12716622,12717839>
x = |12722582,12723792>
x = |12724537,12725751>
x = |128442,129582>
x = |12872639,12873604>
x = |12873605,12874546>
x = |12932054,12933022>
x = |12935220,12936392>
x = |12970736,12971706>
x = |12974441,12975618>
x = |12985008,12985975>
x = |13005753,13006918>
x = |13184046,13185225>
x = |13385978,13386944>
x = |13389142,13390311>
x = |13523624,13524798>
x = |13525993,13526577>
x = |13527682,13528850>
x = |13551803,13552773>
x = |13741095,13742063>
x = |13744260,13745435>
x = |13774594,13776142>
x = |13808635,13809373>
x = |13809897,13811066>
x = |13841093,13841868>
x = |13842395,13843564>
x = |13869636,13870805>
x = |13983075,13984247>
x = |14074746,14075925>
x = |14095318,14096484>
x = |14136290,14136871>
x = |14140454,14141620>
x = |14147510,14148678>
x = |14183023,14184197>
x = |14210784,14211367>
x = |14215688,14216859>
x = |14218054,14218637>
x = |14567355,14568321>
x = |14577143,14578311>
x = |14666938,14668121>
x = |14715192,14716367>
x = |14726761,14728118>
