x = |10014149,10015922>
x = |10084398,10086397>
x = |10086821,10088593>
x = |10138061,10139833>
x = |10407514,10409511>
x = |10410739,10412736>
x = |10412737,10415124>
x = |10417776,10419773>
x = |10425743,10427514>
x = |10429320,10431091>
x = |10438308,10440695>
x = |10439502,10441889>
x = |10440696,10443083>
x = |10465291,10467288>
x = |10486871,10488644>
x = |10494839,10496836>
x = |10500840,10502839>
x = |10503263,10505035>
x = |10570649,10572459>
x = |10582323,10584322>
x = |10654393,10656780>
x = |1066463,1068460>
x = |1068884,1070881>
x = |1073500,1075497>
x = |1078695,1080466>
x = |10792163,10794550>
x = |10865107,10867105>
x = |10868334,10870721>
x = |10869528,10871301>
x = |10875723,10878115>
x = |10884394,10886781>
x = |10900325,10902324>
x = |10955573,10957572>
x = |10957996,10959768>
x = |10984753,10986752>
x = |11054520,11056524>
x = |11116724,11118497>
x = |11150331,11152718>
x = |11179423,11181422>
x = |11213278,11215055>
x = |11283941,11286328>
x = |11389717,11392104>
x = |11396528,11398525>
x = |11413718,11416105>
x = |11414912,11417299>
x = |11430109,11432106>
x = |11432530,11434301>
x = |11489049,11491047>
x = |11557417,11559190>
x = |11658695,11661082>
x = |11765000,11766997>
x = |11767421,11769192>
x = |1178658,1180431>
x = |11806872,11808869>
x = |11895195,11897582>
x = |11930767,11932540>
x = |11989325,11991098>
x = |12006197,12007970>
x = |12032434,12034238>
x = |12091969,12093742>
x = |12149513,12151516>
x = |12227922,12230309>
x = |12319177,12320950>
x = |12338476,12340868>
x = |12349685,12351689>
x = |12416073,12418460>
x = |12585935,12587747>
x = |12691630,12693403>
x = |12756441,12758440>
x = |12758864,12760637>
x = |12799900,12801676>
x = |12807291,12809058>
x = |1286639,1288450>
x = |12879812,12882204>
x = |12942162,12944161>
x = |12944585,12946358>
x = |13007724,13009496>
x = |13084020,13086017>
x = |13086441,13088214>
x = |13103172,13105171>
x = |13105595,13107368>
x = |13134009,13136008>
x = |13177788,13179561>
x = |13230227,13232000>
x = |13265062,13267064>
x = |13310071,13312463>
x = |13396316,13398315>
x = |13398739,13400512>
x = |13421635,13423406>
x = |13455802,13457806>
x = |13472845,13475232>
x = |13531274,13533047>
x = |13580461,13582843>
x = |13586458,13588845>
x = |13635531,13637923>
x = |13659149,13661536>
x = |13790190,13792577>
x = |13829769,13832166>
x = |14052875,14054873>
x = |14055297,14057070>
x = |14119480,14121867>
x = |14358856,14360628>
x = |14371446,14373440>
x = |14409411,14411798>
x = |14474636,14477023>
x = |14554926,14556925>
x = |14631609,14633377>
x = |14689568,14691341>
x = |14767888,14769886>
x = |14772276,14774275>
x = |14774699,14776477>
x = |14830848,14832611>
x = |14864146,14866144>
x = |14894451,14896450>
x = |14976822,14978826>
x = |14979251,14981023>
x = |14996016,14998015>
x = |15048666,15050663>
x = |15051087,15052858>
x = |15062856,15065248>
x = |15197158,15199156>
x = |15217849,15219848>
x = |15239227,15241231>
x = |15241656,15243434>
x = |15487249,15489022>
x = |15490832,15492830>
x = |15518666,15520439>
x = |15690649,15693036>
x = |15740635,15742408>
x = |15774894,15776891>
x = |15777315,15779086>
x = |15823414,15825801>
x = |15954095,15955868>
x = |16075028,16077032>
x = |16100800,16102797>
x = |16104603,16106990>
x = |16181052,16182815>
x = |16238564,16240562>
x = |16313740,16315738>
x = |16511334,16513141>
x = |16527001,16529398>
x = |16567803,16569802>
x = |16594133,16596138>
x = |16695564,16697951>
x = |16704345,16706344>
x = |16746497,16748496>
x = |16748920,16750693>
x = |16862824,16864822>
x = |16865246,16867244>
x = |16868246,16870018>
x = |16880877,16883264>
x = |17013836,17015834>
x = |17016258,17018030>
x = |17019259,17021031>
x = |17050977,17052981>
x = |17053406,17055178>
x = |1705807,1708194>
x = |17070312,17072316>
x = |1717980,1720367>
x = |1722596,1724370>
x = |17231084,17233082>
x = |17305182,17307180>
x = |17452138,17454137>
x = |17454561,17456334>
x = |17565967,17567740>
x = |17578902,17580675>
x = |17650813,17652586>
x = |17667798,17669797>
x = |17728387,17730389>
x = |17813789,17815562>
x = |1784372,1786759>
x = |17850970,17853367>
x = |17902964,17905346>
x = |17936123,17938510>
x = |1799368,1801367>
x = |18010671,18012670>
x = |18013900,18016287>
x = |18015094,18016867>
x = |1801791,1803564>
x = |18116774,18118773>
x = |18119197,18120970>
x = |18137837,18139610>
x = |18141421,18143418>
x = |18231296,18233295>
x = |18326165,18327937>
x = |18342963,18344736>
x = |18423752,18426139>
x = |18429755,18432147>
x = |18444540,18446313>
x = |18454392,18456163>
x = |18458777,18460550>
x = |18466749,18468748>
x = |18469172,18470946>
x = |18622935,18624706>
x = |18784895,18786894>
x = |1897177,1899564>
x = |19178101,19180488>
x = |19200471,19202470>
x = |19240746,19243133>
x = |19302927,19304705>
x = |19402033,19403807>
x = |19413809,19415586>
x = |19464855,19467247>
x = |19526705,19529097>
x = |19560032,19562030>
x = |19719334,19721721>
x = |19730535,19732534>
x = |19902266,19904659>
x = |19917501,19919273>
x = |20009278,20011665>
x = |20026107,20028106>
x = |20029110,20030888>
x = |20067058,20069445>
x = |20073873,20075645>
x = |20082648,20084421>
x = |20117646,20119419>
x = |20163235,20165622>
x = |20168431,20170428>
x = |20174433,20176432>
x = |20176856,20178629>
x = |20190598,20192596>
x = |20193020,20194792>
x = |20205604,20207603>
x = |20208027,20209795>
x = |20432273,20434660>
x = |20499712,20501711>
x = |2050506,2052893>
x = |2051700,2053697>
x = |20525672,20527670>
x = |20528094,20530481>
x = |20529288,20531060>
x = |2054544,2056315>
x = |20604258,20606257>
x = |20607261,20609034>
x = |20628073,20629846>
x = |20717965,20720352>
x = |20722583,20724354>
x = |20767159,20768937>
x = |20895581,20897580>
x = |20925148,20927141>
x = |2095365,2097362>
x = |21066822,21068821>
x = |21069245,21071018>
x = |21132995,21135382>
x = |21198796,21200793>
x = |21201217,21202990>
x = |2125648,2127647>
x = |21312825,21315212>
x = |21330479,21332871>
x = |21411681,21413679>
x = |214469,216242>
x = |2145022,2147019>
x = |21464128,21466127>
x = |21494144,21496531>
x = |21693374,21695146>
