x = |10094701,10094718>
x = |10430375,10430396>
x = |10997586,10997606>
x = |12066335,12066352>
x = |1522299,1522318>
x = |19573469,19573488>
x = |19900433,19900446>
x = |20274372,20274389>
x = |21345733,21345751>
x = |22117457,22117476>
x = |22628269,22628281>
x = |22628409,22628421>
x = |23513585,23513602>
x = |24177951,24177963>
x = |2628446,2628470>
x = |30912176,30912193>
x = |30925055,30925072>
x = |31013801,31013818>
x = |31124503,31124520>
x = |39270098,39270118>
x = |4644785,4644805>
x = |48728930,48728945>
x = |49756051,49756069>
x = |50126583,50126600>
x = |5061327,5061351>
x = |5156091,5156108>
x = |5266007,5266027>
x = |5939139,5939160>
x = |6574500,6574519>
x = |8652198,8652218>
x = |9706853,9706877>
